ADDRESS;CITY;ENTITY_ID;LATITUDE;LOADER_TYPE;LONGITUDE;NUMBER_OF_CHARGING_POINTS;OPERATING_COMPANY;PLUG_TYPES_1;PLUG_TYPES_2;PLUG_TYPES_3;PLUG_TYPES_4;POWER_1_KW;POWER_2_KW;POWER_3_KW;POWER_4_KW;START_UP_DATE;ZIP_CODE
Buddikate West;Todendorf;2397;53.693508;Schnellladeeinrichtung;10.321402;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;09.11.15;22965
Kanalstraße 1;Lübeck;2398;53.873147;Normalladeeinrichtung;10.693202;2;Netz Lübeck GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;30.09.16;23552
Musterbahn 19;Lübeck;2399;53.860044;Normalladeeinrichtung;10.685351;2;Netz Lübeck GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;29.08.16;23552
Beckergrube 33;Lübeck;2400;53.8696089;Normalladeeinrichtung;10.68481;2;Netz Lübeck GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;29.03.17;23552
Mühlenstraße 37;Lübeck;2401;53.8632242;Normalladeeinrichtung;10.68696194;2;Netz Lübeck GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;29.03.17;23552
Willy-Brandt-Allee 9;Lübeck;2402;53.86959;Normalladeeinrichtung;10.677125;2;Netz Lübeck GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;24.08.16;23554
Konrad-Adenauer-Str. 0;Lübeck;2403;53.868244;Normalladeeinrichtung;10.674115;2;Netz Lübeck GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.09.16;23558
Maria-Goeppert-Str. 9a;Lübeck;2404;53.8339846;Normalladeeinrichtung;10.6939208;2;GP JOULE Connect GmbH & Co. KG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;21.09.16;23562
Schlutuper Straße 16;Lübeck;2405;53.864506;Normalladeeinrichtung;10.721079;2;Netz Lübeck GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;20.12.16;23566
Luisenstraße 4;Lübeck;2406;53.886906;Normalladeeinrichtung;10.706809;2;Allego GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;04.10.17;23568
Am Burgfeld 5;Lübeck;2407;53.87735;Normalladeeinrichtung;10.69586;2;Netz Lübeck GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;29.03.17;23568
Trelleborgallee 2a;Lübeck;2408;53.959935;Normalladeeinrichtung;10.87721;2;Netz Lübeck GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.09.16;23570
Rensefelder Straße 2;Bad;2409;53.919966;Normalladeeinrichtung;10.695921;1;Charge-ON GmbH;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;08.03.18;23611
Zentralparkplatz 1;Bad;2410;53.91838;Schnellladeeinrichtung;10.69574;2;Charge-ON GmbH;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;16.01.18;23611
Zentralparkplatz 1;Bad;2411;53.918375;Normalladeeinrichtung;10.69574;2;Charge-ON GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;08.03.18;23611
Auguststr. 2;Bad;2412;53.9182;Normalladeeinrichtung;10.69787;2;Charge-ON GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;20.03.18;23611
Sereetzer Feld;Sereetz;2413;53.926944;Schnellladeeinrichtung;10.722568;2;Allego GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;43.0;0.0;0.0;27.12.16;23611
Willi-Genzfeld-Platz;Sereetz;2414;53.92326;Normalladeeinrichtung;10.73677;2;Hansewerk AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;23.02.17;23611
Bäderstrasse 19;Ratekau;2415;53.94657;Normalladeeinrichtung;10.73392;2;Hansewerk AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;02.02.17;23626
Strandallee 84;Timmendorfer;2416;53.998729;Normalladeeinrichtung;10.779577;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;02.10.12;23669
Höppnerweg 10;Timmendorfer;2417;53.994444;Normalladeeinrichtung;10.780556;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;28.05.13;23669
Seestraße / Badeweg;Scharbeutz;2418;54.024722;Normalladeeinrichtung;10.755556;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;28.05.13;23683
Gustav-Friedrich-Meyer-Straße 1;Pönitz;2419;54.04429;Normalladeeinrichtung;10.679338;2;Charge-ON GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;13.04.18;23684
Holstenstraße 6;Eutin;2420;54.142054;Normalladeeinrichtung;10.612433;2;Stadtwerke Eutin GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;15.07.14;23701
Elisabethstraße;Eutin;2421;54.135205;Normalladeeinrichtung;10.609328;2;Stadtwerke Eutin GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;15.10.15;23701
Segenhörn;Eutin;2422;54.134962;Normalladeeinrichtung;10.616084;2;Stadtwerke Eutin GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;15.10.15;23701
Pastor-Dr.-Fuchs-Weg;Eutin;2423;54.077062;Normalladeeinrichtung;10.716282;2;Stadtwerke Eutin GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;30.11.18;23701
Pastor-Dr.-Fuchs-Weg;Eutin;2424;54.077062;Normalladeeinrichtung;10.716282;2;Stadtwerke Eutin GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;30.11.18;23701
Bahnhofstraße;Malente;2425;54.172298;Normalladeeinrichtung;10.556858;2;Stadtwerke Eutin GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;30.10.18;23714
Hauptstraße 2a;Bosau/Hutzfeld;2426;54.090144;Normalladeeinrichtung;10.48643;2;Stadtwerke Eutin GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;30.10.18;23715
Eutiner Straße 2;Lensahn;2427;54.22004;Normalladeeinrichtung;10.88417;2;Hansewerk AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;23.03.17;23738
Doktor-Julius-Stinde-Straße;Lensahn;2428;54.21384;Normalladeeinrichtung;10.88137;2;Hansewerk AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;23.03.17;23738
Cismarfelde 16;Grömitz;2429;54.202575;Normalladeeinrichtung;10.965724;1;GP JOULE Connect GmbH & Co. KG;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;09.05.17;23743
Eutiner Straße;Schönwalde;2430;54.187646;Normalladeeinrichtung;10.753807;2;Stadtwerke Eutin GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;30.10.18;23744
Mummendorfer Weg 7;Burg;2431;54.443061;Schnellladeeinrichtung;11.178431;3;CLEVER A/S;AC Kupplung Typ 2;DC Kupplung Combo;DC CHAdeMO;;43.0;50.0;50.0;0.0;22.12.15;23769
Osterstraße 46 - 50;Fehmarn;2432;54.43818;Normalladeeinrichtung;11.2;2;Charge-ON GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;07.04.17;23769
Kapitän-Willi-Freter-Platz / Am Strande;Heiligenhafen;2433;54.374465;Normalladeeinrichtung;10.981566;2;HVB GmbH & Co. KG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;11.06.15;23774
Industriestraße 1-3;Heiligenhafen;2434;54.36501;Schnellladeeinrichtung;11.00834;2;Charge-ON GmbH;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;43.0;50.0;0.0;0.0;17.08.18;23774
Hamburgerstraße 30;Bad;2435;53.93615;Normalladeeinrichtung;10.303215;2;Kreis Segeberg;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;11.0;0.0;0.0;12.03.15;23795
Bahnhofstraße 13;Bad;2436;53.933546;Normalladeeinrichtung;10.209471;2;Charge-ON GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;09.12.16;23795
Jasminstr. 1;Bad;2437;53.925413;Normalladeeinrichtung;10.317385;2;Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co. KG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;27.08.18;23795
Waldstraße 14;Wahlstedt;2438;53.952258;Normalladeeinrichtung;10.209471;2;Charge-ON GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;16.12.16;23812
Exer 0;Bad;2439;53.811428;Normalladeeinrichtung;10.370939;2;Vereinigte Stadtwerke GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;18.08.17;23843
Lübecker Straße 46;Bad;2440;53.811608;Normalladeeinrichtung;10.382751;2;Vereinigte Stadtwerke GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;13.10.17;23843
Barnitzer Strasse 1-7;Reinfeld;2441;53.822247;Schnellladeeinrichtung;10.502461;3;CLEVER A/S;AC Kupplung Typ 2;DC Kupplung Combo;DC CHAdeMO;;43.0;50.0;50.0;0.0;17.12.15;23858
Segeberger Straße 9;Kayhude;2442;53.75037;Normalladeeinrichtung;10.12653;2;Charge-ON GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;02.05.18;23863
Mühlenstrasse 15;Nahe;2443;53.79441;Normalladeeinrichtung;10.13658;2;Hansewerk AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;14.03.16;23866
Bergstraße 12;Möllb;2444;53.627303;Normalladeeinrichtung;10.689797;2;Vereinigte Stadtwerke GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.03.16;23879
Waldhallenweg 11;Mölln;2445;53.621997;Normalladeeinrichtung;10.705946;2;Vereinigte Stadtwerke GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;11.12.17;23879
Alt-Möllner-Str. 14-18;Mölln;2446;53.6241;Schnellladeeinrichtung;10.679586;1;Ing.W. Riemer GmbH & CO KG;AC Kupplung Typ 2, DC Kupplung Combo, AC CEE 5 polig, DC CHAdeMO;;;;50.0;0.0;0.0;0.0;24.07.15;23879
Grambeker Weg 45;Mölln;2447;53.613174;Normalladeeinrichtung;10.678305;2;EDEKA Süllau;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;04.09.18;23879
Hauptstraße 75a;Sandesneben;2448;53.688562;Normalladeeinrichtung;10.487265;2;Vereinigte Stadtwerke GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;31.03.17;23898
Gudow Nord;Gudow;2449;53.520947;Schnellladeeinrichtung;10.805491;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;31.07.17;23899
Unter den Linden 1;Ratzeburg;2450;53.699647;Normalladeeinrichtung;10.770292;2;Vereinigte Stadtwerke GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;18.02.16;23909
Schweriner Straße 90;Ratzeburg;2451;53.691097;Normalladeeinrichtung;10.80493;2;Vereinigte Stadtwerke GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;15.08.18;23909
Barlachstraße 2;Ratzeburg;2452;53.698133;Normalladeeinrichtung;10.772729;1;Kreis Herzogtum Lauenburg, Gebietskörperschaft;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;23.05.16;23909
Oldesloer Straße 1;Berkenthin;2453;53.734064;Normalladeeinrichtung;10.643445;2;Vereinigte Stadtwerke GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;15.12.16;23919
Grüner Weg 26;Grevesmühlen;2454;53.86295;Schnellladeeinrichtung;11.20876;1;Stadtwerke Grevesmühlen GmbH;AC Steckdose Typ 2;;;;43.0;0.0;0.0;0.0;01.07.15;23936
Grüner Weg 26;Grevesmühlen;2455;53.86295;Schnellladeeinrichtung;11.20876;1;Stadtwerke Grevesmühlen GmbH;DC CHAdeMO;;;;50.0;0.0;0.0;0.0;15.06.16;23936
Am Bahnhof 1;Grevesmühlen;2456;53.8578955;Normalladeeinrichtung;11.1850808;4;Stadtwerke Grevesmühlen GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;22.0;22.0;22.0;22.0;03.09.18;23936
Dr. Leber-Straße 19;Wismar;2457;53.88994;Schnellladeeinrichtung;11.46933;2;Charge-ON GmbH;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;22.0;50.0;0.0;0.0;07.06.17;23966
Bürgermeister-Haupt-Str. (vor der Hochschule);Wismar;2458;53.888917;Normalladeeinrichtung;11.444;2;E.DIS AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;10.11.17;23966
Stockholmer Straße 8;Wismar;2459;53.89789;Normalladeeinrichtung;11.462021;2;Stadtwerke Wismar GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;04.10.18;23966
Ernst-Scheel-Straße 27;Wismar;2460;53.91122;Normalladeeinrichtung;11.42924;1;Charge-ON GmbH;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;22.10.18;23968
Rostocker Straße 67;Wismar;2461;53.89385;Normalladeeinrichtung;11.47421;2;Charge-ON GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;27.11.17;23970
Rostocker Straße 67;Wismar;2462;53.8938;Normalladeeinrichtung;11.4743;2;Charge-ON GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;27.11.17;23970
Rostocker Straße 67;Wismar;2463;53.893819;Normalladeeinrichtung;11.474317;2;Stadtwerke Wismar GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;27.11.17;23970
Herzog-Friedrich-Str. 30;Kiel;2464;54.31803;Normalladeeinrichtung;10.13153;2;APCOA PARKING Deutschland GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.12.16;24103
Mittelstraße 5;Kiel;2465;54.329539;Normalladeeinrichtung;10.131165;2;Stadtwerke Kiel AG;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;02.12.16;24103
Waisenhofstr. 5;Kiel;2466;54.321711;Normalladeeinrichtung;10.132334;2;Stadtwerke Kiel AG;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;11.0;11.0;0.0;0.0;02.12.16;24103
Blücherstraße 2;Kiel;2467;54.342056;Normalladeeinrichtung;10.136843;2;Stadtwerke Kiel AG;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;02.12.16;24105
Wittland 2-4;Kiel;2468;54.326053;Normalladeeinrichtung;10.085358;2;World of Energy GmbH;AC Steckdose Typ 2, AC Kupplung Typ 2;AC Steckdose Typ 2, AC Kupplung Typ 2;;;22.0;22.0;0.0;0.0;03.11.17;24109
Wittland 2-4;Kiel;2469;54.326053;Normalladeeinrichtung;10.085358;2;World of Energy GmbH;AC Steckdose Typ 2, AC Kupplung Typ 2;AC Steckdose Typ 2, AC Kupplung Typ 2;;;22.0;22.0;0.0;0.0;03.11.17;24109
Wittland 2-4;Kiel;2470;54.326053;Normalladeeinrichtung;10.085358;2;World of Energy GmbH;AC Steckdose Typ 2, AC Kupplung Typ 2;AC Steckdose Typ 2, AC Kupplung Typ 2;;;22.0;22.0;0.0;0.0;03.11.17;24109
Mühlendamm 1;Kiel;2471;54.312325;Normalladeeinrichtung;10.09947;2;Stadtwerke Kiel AG;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;11.0;11.0;0.0;0.0;01.11.11;24113
Mühlendamm 1;Kiel;2472;54.312325;Normalladeeinrichtung;10.09947;4;Stadtwerke Kiel AG;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;22.0;22.0;22.0;22.0;06.07.18;24113
Uhlenkrog 32;Kiel;2473;54.309755;Normalladeeinrichtung;10.096843;2;Stadtwerke Kiel AG;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;11.0;11.0;0.0;0.0;03.12.16;24113
Uhlenkrog 32;Kiel;2474;54.309755;Normalladeeinrichtung;10.096843;2;Stadtwerke Kiel AG;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;11.0;11.0;0.0;0.0;03.12.16;24113
Uhlenkrog 32;Kiel;2475;54.309755;Normalladeeinrichtung;10.096843;2;Stadtwerke Kiel AG;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;03.12.16;24113
Uhlenkrog 32;Kiel;2476;54.309755;Normalladeeinrichtung;10.096843;2;Stadtwerke Kiel AG;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;03.12.16;24113
Uhlenkrog 32;Kiel;2477;54.309755;Normalladeeinrichtung;10.096843;2;Stadtwerke Kiel AG;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;03.12.16;24113
Uhlenkrog 32;Kiel;2478;54.309755;Normalladeeinrichtung;10.096843;2;Stadtwerke Kiel AG;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;03.12.16;24113
Uhlenkrog 32;Kiel;2479;54.309755;Normalladeeinrichtung;10.096843;2;Stadtwerke Kiel AG;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;03.12.16;24113
Uhlenkrog 32;Kiel;2480;54.309755;Normalladeeinrichtung;10.096843;2;Stadtwerke Kiel AG;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;03.12.16;24113
Saarbrückenstrasse 54;Kiel;2481;54.312125;Normalladeeinrichtung;10.109992;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;08.01.10;24114
Stephan-Heinzel-Straße 2;Kiel;2482;54.322811;Normalladeeinrichtung;10.121924;2;Stadtwerke Kiel AG;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;02.01.17;24116
Anni-Wadle-Weg 1;Kiel;2483;54.308826;Normalladeeinrichtung;10.13617;4;Stadtwerke Kiel AG;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;22.0;22.0;22.0;22.0;15.09.18;24143
Liebigstr. 26;Kiel;2484;54.280648;Normalladeeinrichtung;10.146572;1;Vater Holding GmbH;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;16.10.18;24145
Luisenstraße 13;Kiel;2485;54.330644;Normalladeeinrichtung;10.179838;2;Stadtwerke Kiel AG;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;11.0;11.0;0.0;0.0;01.10.11;24149
An der Schanze 38;Kiel;2486;54.394234;Normalladeeinrichtung;10.174605;2;Stadtwerke Kiel AG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;20.07.18;24159
Wasserwerksweg 18;Schwentinental;2487;54.294236;Normalladeeinrichtung;10.223163;1;Vater Holding GmbH;AC Steckdose Typ 2;;;;22.0;0.0;0.0;0.0;16.10.18;24222
Am Bootshafen;Plön;2488;54.159089;Normalladeeinrichtung;10.421193;2;Stadtwerke Plön Versorgungs GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;15.02.16;24306
Seestraße 12a;Hohwacht;2489;54.324806;Normalladeeinrichtung;10.662056;2;GP JOULE Connect GmbH & Co. KG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;01.05.18;24321
Rendsburger Str. 54 - 56;Eckernförde;2490;54.459605;Normalladeeinrichtung;9.837136;2;Nord-Ostsee Automobile GmbH & Co.KG;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;30.11.16;24340
Noorstr. 12 Parkhaus;Eckernförde;2491;54.473229;Normalladeeinrichtung;9.8311221;2;Stadtwerke Eckernförde GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;01.07.17;24340
Noorstr. 12 Parkhaus;Eckernförde;2492;54.473229;Normalladeeinrichtung;9.8311221;2;Stadtwerke Eckernförde GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;01.07.17;24340
Noorstr. 12 Parkhaus;Eckernförde;2493;54.473229;Normalladeeinrichtung;9.8311221;2;Stadtwerke Eckernförde GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;01.07.17;24340
Kuhberg 35-37;Neumünster;2494;54.074616;Normalladeeinrichtung;9.983625;2;SWN Stadtwerke Neumünster GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.04.16;24534
Bismarckstraße 51;Neumünster;2495;54.082004;Normalladeeinrichtung;9.988571;1;SWN Stadtwerke Neumünster GmbH;AC Steckdose Typ 2;;;;11.0;0.0;0.0;0.0;01.06.16;24534
Hansaring 177;Neumünster;2496;54.081393;Normalladeeinrichtung;9.960912;2;SWN Stadtwerke Neumünster GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.04.16;24534
Bismarckstraße 67;Neumünster;2497;54.08185;Normalladeeinrichtung;9.99072;2;Charge-ON GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;08.02.18;24534
Aalbek West;Neumünster;2498;54.092897;Schnellladeeinrichtung;9.93064;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;31.07.17;24537
Wasbeker Strasse 306;Neumünster;2499;54.069481;Normalladeeinrichtung;9.943861;2;innogy SE;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;11.12.09;24537
Freesenburg 8;Neumünster;2500;54.070967;Normalladeeinrichtung;9.93807;2;SWN Stadtwerke Neumünster GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.09.16;24537
Freesenburg 8;Neumünster;2501;54.070967;Normalladeeinrichtung;9.93807;2;SWN Stadtwerke Neumünster GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.09.16;24537
Kirchweg 60;Henstedt-Ulzburg;2502;53.79929;Schnellladeeinrichtung;9.97917;2;Charge-ON GmbH;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;22.0;50.0;0.0;0.0;31.07.17;24558
Fröbelweg 1;Kaltenkirchen;2503;53.839438;Normalladeeinrichtung;9.963859;2;Charge-ON GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;20.12.17;24568
Bleeck 28;Bad;2504;53.917084;Normalladeeinrichtung;9.882729;2;Stadtwerke Bad Bramstedt GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;29.10.15;24576
Alte Landstr. 999;Bordesholm;2505;54.179078;Normalladeeinrichtung;10.017154;2;Versorgungsbetriebe Bordesholm GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;17.05.18;24582
Mühlenstraße 3;Bordesholm;2506;54.174045;Normalladeeinrichtung;10.042201;2;Versorgungsbetriebe Bordesholm GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;04.07.18;24582
Lüttenheisch 4;Bordesholm;2507;54.17249;Normalladeeinrichtung;10.036382;2;Versorgungsbetriebe Bordesholm GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;21.09.18;24582
Langenheisch 27-29;Bordesholm;2508;54.1711341;Normalladeeinrichtung;10.031978;2;Versorgungsbetriebe Bordesholm GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;05.10.18;24582
Bugenhagenstraße 0;Nortorf;2509;54.167;Normalladeeinrichtung;9.857309;2;Stadtwerke Nortorf AöR;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;28.10.16;24589
Stellbrooker Weg;Heidmühlen;2510;53.948611;Normalladeeinrichtung;10.03;2;Wildpark Eekholt Dr. h.c. Hatlapa GmbH & Co. KG GmbH & Co. KG;AC Steckdose Typ 2, AC Kupplung Typ 2;AC Steckdose Typ 2, AC Kupplung Typ 2;;;22.0;22.0;0.0;0.0;01.11.18;24598
Gablonzer Str. 1;Trappenkamp;2511;54.04306;Schnellladeeinrichtung;10.213704;2;Allego GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;43.0;0.0;0.0;08.03.17;24610
Brokenlande Ost;Brokenlande;2512;54.01338;Schnellladeeinrichtung;9.933177;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;31.07.17;24623
Tannenhof 1;Daldorf;2513;54.024471;Normalladeeinrichtung;10.23922;2;Schleswig-Holsteinische Landesforsten AöR;AC Kupplung Typ 2;AC Kupplung Typ 2;;;11.0;22.0;0.0;0.0;01.04.16;24635
