ADDRESS;CITY;ENTITY_ID;LATITUDE;LOADER_TYPE;LONGITUDE;NUMBER_OF_CHARGING_POINTS;OPERATING_COMPANY;PLUG_TYPES_1;PLUG_TYPES_2;PLUG_TYPES_3;PLUG_TYPES_4;POWER_1_KW;POWER_2_KW;POWER_3_KW;POWER_4_KW;START_UP_DATE;ZIP_CODE
Sellhopsweg 2;Hamburg;2289;53.629264;Schnellladeeinrichtung;9.929125;2;Stromnetz Hamburg GmbH;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;;;50.0;11.0;0.0;0.0;07.09.17;22459
Ekenknick 3;Hamburg;2290;53.60785;Normalladeeinrichtung;9.90304;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;08.08.17;22523
Warnstedtstraße 10;Hamburg;2291;53.58377;Normalladeeinrichtung;9.93143;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;16.03.18;22525
Große Bahnstraße 31;Hamburg;2292;53.57396;Normalladeeinrichtung;9.93691;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;31.08.18;22525
Koppelstraße Ecke Lokstedter Grenzstraße 45;Hamburg;2293;53.59339629;Normalladeeinrichtung;9.942715466;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;28.09.15;22527
Kieler Straße 702;Hamburg;2294;53.60788;Schnellladeeinrichtung;9.90582;2;Stromnetz Hamburg GmbH;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;;;50.0;11.0;0.0;0.0;01.08.17;22527
Högenstrasse 54;Hamburg;2295;53.58102;Normalladeeinrichtung;9.93872;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;06.06.17;22527
Jütländer Allee ggü. 47;Hamburg;2296;53.6;Normalladeeinrichtung;9.92848;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;30.10.17;22527
Grandweg 104;Hamburg;2297;53.58917;Normalladeeinrichtung;9.96489;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;22.12.16;22529
Grelckstraße 2;Hamburg;2298;53.5999;Normalladeeinrichtung;9.95805;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;12.04.17;22529
Nedderfeld 80;Hamburg;2299;53.60157;Normalladeeinrichtung;9.97556;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;28.03.17;22529
Niendorfer Straße 64;Hamburg;2300;53.60607;Normalladeeinrichtung;9.95617;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;17.05.17;22529
Luruper Hauptstraße 138;Hamburg;2301;53.591702;Normalladeeinrichtung;9.872562;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;27.07.16;22547
Bornheide 10;Hamburg;2302;53.58403088;Normalladeeinrichtung;9.854263294;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;21.03.16;22549
Erik-Blumfeld-Platz 9;Hamburg;2303;53.56341853;Normalladeeinrichtung;9.815024883;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.09.15;22587
Falkentaler Weg 4;Hamburg;2304;53.55993;Normalladeeinrichtung;9.79076;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;16.03.18;22587
Blankeneser Bahnhofstraße 4;Hamburg;2305;53.558932;Normalladeeinrichtung;9.811458;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;27.04.18;22587
Heidrehmen 27;Hamburg;2306;53.576412;Normalladeeinrichtung;9.813505;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;29.07.16;22589
Sülldorfer Landstraße 196;Hamburg;2307;53.5804;Normalladeeinrichtung;9.79717;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;21.07.17;22589
Rugenbarg 9;Hamburg;2308;53.57434;Normalladeeinrichtung;9.84662;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;10.07.17;22594
Hochrad 24;Hamburg;2309;53.55419;Normalladeeinrichtung;9.87406;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;09.08.17;22605
Falceg 3;Hamburg;2310;53.55798;Normalladeeinrichtung;9.88678;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;06.03.18;22605
Bernadottestraße 212;Hamburg;2311;53.54851;Normalladeeinrichtung;9.88841;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;15.03.18;22605
Trenkerweg 2;Hamburg;2312;53.54935;Normalladeeinrichtung;9.90491;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;25.04.18;22605
Groß Flottbeker Straße 72;Hamburg;2313;53.568028;Normalladeeinrichtung;9.87882;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;11.07.16;22607
Beselerstraße 29;Hamburg;2314;53.56519;Normalladeeinrichtung;9.88047;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;29.06.17;22607
Müllenhoffweg 54;Hamburg;2315;53.56166;Normalladeeinrichtung;9.87368;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;05.07.18;22607
Heinrich-Plett-Str. 4;Hamburg;2316;53.57117677;Normalladeeinrichtung;9.864904583;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.09.15;22609
Nienstedtener Marktplatz 20;Hamburg;2317;53.55273471;Normalladeeinrichtung;9.844532239;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;11.05.16;22609
Ohnhorststraße 18;Hamburg;2318;53.55880241;Normalladeeinrichtung;9.863474965;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.09.15;22609
Am Internationalen Seegerichtshof 2;Hamburg;2319;53.55147;Normalladeeinrichtung;9.85222;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;29.06.17;22609
Hemmingstedter Weg 130;Hamburg;2320;53.56503;Normalladeeinrichtung;9.86101;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;10.07.17;22609
Albert-Einstein-Ring 4;Hamburg;2321;53.57483;Normalladeeinrichtung;9.88926;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;16.11.16;22761
Beim Alten Gaswerk 3;Hamburg;2322;53.56314968;Normalladeeinrichtung;9.918796492;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;09.06.16;22761
Bornkampsweg 17;Hamburg;2323;53.56545;Schnellladeeinrichtung;9.91853;2;Stromnetz Hamburg GmbH;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;;;50.0;11.0;0.0;0.0;21.03.17;22761
Von-Sauer-Straße 11;Hamburg;2324;53.56558024;Normalladeeinrichtung;9.908841848;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.09.15;22761
Von-Sauer-Straße 27;Hamburg;2325;53.56562;Normalladeeinrichtung;9.90673;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;12.10.17;22761
Stresemannstraße 332;Hamburg;2326;53.56349;Normalladeeinrichtung;9.92728;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;23.05.18;22761
Friedensallee 265;Hamburg;2327;53.559076;Normalladeeinrichtung;9.911802;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;28.07.16;22763
Elbchaussee 139;Hamburg;2328;53.54600926;Normalladeeinrichtung;9.914352447;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.09.15;22763
Eulenstraße 70;Hamburg;2329;53.55096;Normalladeeinrichtung;9.92331;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;05.04.17;22763
Holstentwiete 19;Hamburg;2330;53.55238;Normalladeeinrichtung;9.92188;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;28.02.17;22763
Neumühlen 3;Hamburg;2331;53.54469;Normalladeeinrichtung;9.92594;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;03.03.17;22763
Hohenzollernring 24;Hamburg;2332;53.54878;Normalladeeinrichtung;9.91777;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;07.08.17;22763
Hohenzollernring 117;Hamburg;2333;53.55845;Normalladeeinrichtung;9.91935;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;06.03.18;22763
Am Rathenaupark 16;Hamburg;2334;53.55094;Normalladeeinrichtung;9.91272;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;09.07.18;22763
Präsident-Krahn-Straße 17;Hamburg;2335;53.554145;Normalladeeinrichtung;9.936155;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;27.07.16;22765
Am Born 6B;Hamburg;2336;53.55308;Normalladeeinrichtung;9.9266;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;13.03.17;22765
Bahrenfelder Straße 98;Hamburg;2337;53.55115;Normalladeeinrichtung;9.93025;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;28.09.16;22765
Barnerstraße 41;Hamburg;2338;53.55644;Normalladeeinrichtung;9.92956;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;28.09.16;22765
Holstenplatz 14;Hamburg;2339;53.56132122;Normalladeeinrichtung;9.948480874;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.09.15;22765
Max-Brauer-Allee 54;Hamburg;2340;53.55263378;Normalladeeinrichtung;9.937652797;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.09.15;22765
Haubachstraße 39;Hamburg;2341;53.55785;Normalladeeinrichtung;9.93966;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;28.07.17;22765
Nernstweg 29;Hamburg;2342;53.55616;Normalladeeinrichtung;9.93147;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;19.02.18;22765
Bei der Johanniskirche 16;Hamburg;2343;53.55989;Normalladeeinrichtung;9.95406;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;05.04.17;22767
Große Bergstraße 262;Hamburg;2344;53.5521;Schnellladeeinrichtung;9.93864;2;Stromnetz Hamburg GmbH;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;;;50.0;11.0;0.0;0.0;11.04.17;22767
Kattrepel 20;Hamburg;2345;53.54967543;Normalladeeinrichtung;9.999197423;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.09.15;22767
Königstraße 4A;Hamburg;2346;53.54976228;Normalladeeinrichtung;9.953948557;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.09.15;22767
Palmaille 73;Hamburg;2347;53.54643717;Normalladeeinrichtung;9.935543239;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.09.15;22767
Schillerstraße 44;Hamburg;2348;53.55057419;Normalladeeinrichtung;9.938308597;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;01.09.15;22767
Kleine Freiheit 42;Hamburg;2349;53.55182;Schnellladeeinrichtung;9.95625;2;Stromnetz Hamburg GmbH;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;;;50.0;11.0;0.0;0.0;01.08.17;22767
Breite Straße 56;Hamburg;2350;53.54645;Normalladeeinrichtung;9.95042;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;08.08.17;22767
Thadenstraße 120;Hamburg;2351;53.55703;Schnellladeeinrichtung;9.95666;2;Stromnetz Hamburg GmbH;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;;;50.0;11.0;0.0;0.0;21.09.17;22767
Gilbertstraße 63;Hamburg;2352;53.555;Normalladeeinrichtung;9.95572;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;13.10.17;22767
Paul-Roosen-Straße 22;Hamburg;2353;53.55312;Normalladeeinrichtung;9.95837;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;12.10.17;22767
Schmidt-Rottluff-Weg 13;Hamburg;2354;53.55698;Schnellladeeinrichtung;9.95961;2;Stromnetz Hamburg GmbH;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;;;50.0;11.0;0.0;0.0;25.04.18;22767
Königstraße 52;Hamburg;2355;53.54785;Normalladeeinrichtung;9.93748;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;27.04.18;22767
Esmarchstraße 51;Hamburg;2356;53.55422;Normalladeeinrichtung;9.94347;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;12.07.18;22767
Große Elbstraße 61/63;Hamburg;2357;53.544432;Normalladeeinrichtung;9.9430586;2;APCOA PARKING Deutschland GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;11.0;11.0;0.0;0.0;01.12.16;22767
Große Bergstraße 164;Hamburg;2358;53.551346;Normalladeeinrichtung;9.942508;2;IKEA Deutschland GmbH & Co. KG;AC Steckdose Typ 2;AC Schuko;;;22.0;22.0;0.0;0.0;30.06.14;22767
Große Bergstraße 164;Hamburg;2359;53.551346;Normalladeeinrichtung;9.942508;2;IKEA Deutschland GmbH & Co. KG;AC Steckdose Typ 2;AC Schuko;;;22.0;22.0;0.0;0.0;30.06.14;22767
Holstenstraße 5-7;Hamburg;2360;53.3;Normalladeeinrichtung;10.0;3;prize Deutschland GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;AC Steckdose Typ 2;;22.0;22.0;22.0;0.0;02.07.18;22767
Juliusstraße 2;Hamburg;2361;53.56046487;Normalladeeinrichtung;9.959801969;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;29.04.16;22769
Langenfelder Straße 18;Hamburg;2362;53.56373;Normalladeeinrichtung;9.95568;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;12.10.17;22769
Oelkersallee 1;Hamburg;2363;53.56183;Normalladeeinrichtung;9.95388;2;Stromnetz Hamburg GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;30.04.18;22769
Alsenplatz 5;Hamburg;2364;53.56605;Schnellladeeinrichtung;9.95215;2;Stromnetz Hamburg GmbH;DC Kupplung Combo, DC CHAdeMO;AC Steckdose Typ 2;;;50.0;11.0;0.0;0.0;17.07.18;22769
Stormarnstraße 55;Norderstedt;2365;53.71177;Normalladeeinrichtung;10.01823;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;21.12.17;22844
Stormarnstraße 55;Norderstedt;2366;53.71177;Normalladeeinrichtung;10.01823;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;14.06.18;22844
Marktpl. 8;Norderstedt;2367;53.70465;Normalladeeinrichtung;10.00826;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;15.05.18;22844
Marktplatz 8;Norderstedt;2368;53.70465;Normalladeeinrichtung;10.00826;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;15.05.18;22844
Beim Umspannwerk 2;Norderstedt;2369;53.73464;Normalladeeinrichtung;9.98798;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;19.07.18;22844
Buchenweg 101;Nordersted;2370;53.69951;Normalladeeinrichtung;9.99356;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;06.03.18;22846
Ulzburger Str. 353;Norderstedt;2371;53.71121;Normalladeeinrichtung;9.9994;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;09.12.16;22846
Beamtenlaufbahn 2;Norderstedt;2372;53.70646;Normalladeeinrichtung;9.99417;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;05.01.18;22846
Alter Heidberg 1;Norderstedt;2373;53.70874;Normalladeeinrichtung;9.99445;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;02.08.18;22846
Buchenweg 101;Norderstedt;2374;53.69951;Normalladeeinrichtung;9.99356;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;06.03.18;22846
Moorbekstraße 15;Norderstedt;2375;53.71555;Normalladeeinrichtung;9.99599;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;25.07.18;22846
Buckhörner Moor 110;Norderstedt;2376;53.707062;Normalladeeinrichtung;9.988827;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;23.08.18;22846
Am Tarpenufer 10;Norderstedt;2377;53.6815;Normalladeeinrichtung;9.99671;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;30.05.18;22848
Niendorfer Str. 143;Norderstedt;2378;53.66777;Normalladeeinrichtung;9.97425;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;29.05.18;22848
Am Hallenbad 14;Norderstedt;2379;53.68995;Normalladeeinrichtung;10.00129;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;12.04.18;22850
Berliner Allee 25;Norderstedt;2380;53.68432;Normalladeeinrichtung;9.98388;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;18.04.18;22850
Lütjenmoor 15;Norderstedt;2381;53.68578;Normalladeeinrichtung;9.98838;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;28.08.18;22850
Mittelstraße 39;Norderstedt;2382;53.68785;Normalladeeinrichtung;10.03781;2;Stadtwerke Norderstedt (Städtischer Eigenbetrieb);AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;28.06.18;22851
Industriestraße 2;Schenefeld;2383;53.601444;Normalladeeinrichtung;9.838037;2;Charge-ON GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;15.07.16;22869
Rissener Straße 105;Wedel;2384;53.58394444;Schnellladeeinrichtung;9.724055556;2;Stadtwerke Wedel GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;44.0;0.0;0.0;01.12.17;22880
Gorch-Fock-Straße;Wedel;2385;53.580419;Normalladeeinrichtung;9.702238;2;Stadtwerke Wedel GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;01.04.18;22880
Standbaddamm;Wedel;2386;53.571806;Normalladeeinrichtung;9.696282;2;Stadtwerke Wedel GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;01.04.18;22880
Bei der Doppeleiche;Wedel;2387;53.574465;Normalladeeinrichtung;9.706255;2;Stadtwerke Wedel GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;28.03.18;22880
Austraße;Wedel;2388;53.583252;Normalladeeinrichtung;9.696806;2;Stadtwerke Wedel GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;28.03.18;22880
Hauptstraße 51;Barsbüttel;2389;53.569148;Normalladeeinrichtung;10.167573;2;ewerk Sachsenwald GmbH;AC Steckdose Typ 2, AC Schuko;AC Steckdose Typ 2, AC Schuko;;;22.0;22.0;0.0;0.0;29.03.17;22885
Reeshoop 47;Ahrensburg;2390;53.6795799;Normalladeeinrichtung;10.2339647;2;Charge-ON GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;03.04.18;22926
Neuer Postweg;Großhansdorf;2391;53.660919;Normalladeeinrichtung;10.285529;2;Stadtwerke Geesthacht GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;30.06.17;22927
Wöhrendamm 147;Großhansdorf;2392;53.65276;Normalladeeinrichtung;10.28234;2;Charge-ON GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;05.10.17;22927
Am Markt;Bagteheide;2393;53.729371;Normalladeeinrichtung;10.261814;2;Vereinigte Stadtwerke GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;31.03.17;22941
Europaplatz 5;Trittau;2394;53.608837;Normalladeeinrichtung;10.408999;2;Vereinigte Stadtwerke GmbH;AC Steckdose Typ 2;AC Steckdose Typ 2;;;22.0;22.0;0.0;0.0;30.07.18;22946
Großenseer Str. 7;Trittau;2395;53.61536;Schnellladeeinrichtung;10.3998;2;Charge-ON GmbH;AC Kupplung Typ 2;DC Kupplung Combo, DC CHAdeMO;;;22.0;50.0;0.0;0.0;01.06.18;22946
Buddikate Ost;Todendorf;2396;53.694253;Schnellladeeinrichtung;10.324099;2;Autobahn Tank & Rast GmbH;DC Kupplung Combo, DC CHAdeMO;AC Kupplung Typ 2;;;50.0;42.0;0.0;0.0;09.11.15;22965
